"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/1997","1.1468","1.1773","1.1811","1.1389","","-2.78%"
"03/01/1997","1.1661","1.1455","1.1682","1.1293","","1.68%"
"04/01/1997","1.1255","1.1625","1.1685","1.1228","","-3.48%"
"05/01/1997","1.1410","1.1279","1.1668","1.1240","","1.38%"
"06/01/1997","1.1267","1.1340","1.1435","1.1195","","-1.25%"
"07/01/1997","1.0733","1.1260","1.1295","1.0665","","-4.74%"
"08/01/1997","1.0878","1.0709","1.1000","1.0419","","1.35%"
"09/01/1997","1.1122","1.0850","1.1208","1.0673","","2.24%"
"10/01/1997","1.1430","1.1117","1.1515","1.1005","","2.77%"
"11/01/1997","1.1230","1.1405","1.1635","1.1165","","-1.75%"
"12/01/1997","1.0991","1.1228","1.1237","1.0980","","-2.13%"
"01/01/1998","1.0790","1.0980","1.1206","1.0715","","-1.83%"
"02/01/1998","1.0884","1.0770","1.1050","1.0733","","0.87%"
"03/01/1998","1.0768","1.0917","1.0983","1.0717","","-1.07%"
"04/01/1998","1.1020","1.0762","1.1093","1.0700","","2.34%"
"05/01/1998","1.1029","1.1028","1.1211","1.0992","","0.08%"
"06/01/1998","1.0952","1.1050","1.1181","1.0866","","-0.70%"
"07/01/1998","1.1095","1.0955","1.1170","1.0790","","1.31%"
"08/01/1998","1.1302","1.1100","1.1302","1.0877","","1.87%"
"09/01/1998","1.1795","1.1227","1.1831","1.1193","","4.36%"
"10/01/1998","1.1887","1.1782","1.2293","1.1770","","0.78%"
"11/01/1998","1.1601","1.1906","1.1942","1.1459","","-2.41%"
"12/01/1998","1.1723","1.1597","1.1955","1.1574","","1.05%"
"01/01/1999","1.1366","1.1742","1.1909","1.1338","","-3.05%"
"02/01/1999","1.1025","1.1389","1.1397","1.0923","","-3.00%"
"03/01/1999","1.0770","1.0987","1.1072","1.0683","","-2.31%"
"04/01/1999","1.0570","1.0776","1.0888","1.0542","","-1.86%"
"05/01/1999","1.0423","1.0589","1.0844","1.0393","","-1.39%"
"06/01/1999","1.0357","1.0431","1.0563","1.0259","","-0.63%"
"07/01/1999","1.0707","1.0362","1.0747","1.0107","","3.38%"
"08/01/1999","1.0564","1.0682","1.0829","1.0393","","-1.34%"
"09/01/1999","1.0684","1.0566","1.0732","1.0285","","1.14%"
"10/01/1999","1.0551","1.0678","1.0913","1.0433","","-1.24%"
"11/01/1999","1.0091","1.0551","1.0595","1.0037","","-4.36%"
"12/01/1999","1.0075","1.0096","1.0305","0.9991","","-0.16%"
"01/01/2000","0.9695","1.0052","1.0416","0.9670","","-3.77%"
"02/01/2000","0.9647","0.9702","1.0090","0.9391","","-0.50%"
"03/01/2000","0.9562","0.9645","0.9796","0.9478","","-0.88%"
"04/01/2000","0.9123","0.9562","0.9752","0.9029","","-4.59%"
"05/01/2000","0.9379","0.9120","0.9412","0.8845","","2.81%"
"06/01/2000","0.9526","0.9371","0.9703","0.9284","","1.57%"
"07/01/2000","0.9263","0.9526","0.9601","0.9191","","-2.76%"
"08/01/2000","0.8888","0.9265","0.9293","0.8839","","-4.05%"
